conference_index,Authors,Title,Year,Link,Authors with Affiliations,Abstract,first_country,first_aff_cat,first_aff_cat_UN,title_tsne_2d,abstract_tsne_2d,title_tsne_3d,abstract_tsne_3d,title_umap_2d,abstract_umap_2d,title_umap_3d,abstract_umap_3d
62,Mohsen Kamalzadeh;Dominikus Baur;Torsten Möller,A Survey on Music Listening and Management Behaviours.,2012,https://doi.org/10.5281/zenodo.1415742,Mohsen Kamalzadeh+Simon Fraser University>CAN>education;Dominikus Baur+University of Calgary>CAN>education;Torsten Möller+Simon Fraser University>CAN>education,"We report the results of a survey on music listening and management behaviours. The survey was conducted online with 222 participants with mostly technical backgrounds drawn from a college age population. The median size of offline music collections was found to be roughly 2540 songs (sum of physical media and digital files). The major findings of our survey show that elements such as familiarity of songs, how distracting they are, how much they match the listener’s mood, and the desire of changing the mood within one listening session, are all affected by the activity during which music is listened to. While people want to have options for manipulating the above elements to control their experience, they prefer a minimal amount of interaction in general. Current music players lack such flexibility in their controls. Finally, online recommender systems have not gained much popularity thus far.",CAN,education,Developed economies,"[-42.146915, 20.431322]","[35.499874, 33.343407]","[-23.897125, 13.834112, -6.1634665]","[10.1653185, 12.814464, 18.13125]","[15.0527935, 6.7774796]","[14.297474, 2.091569]","[16.666395, 7.412011, -1.1750531]","[13.667445, 3.0580206, 12.690464]"
35,Wolfgang Fohl;Andreas Meisel;Ivan Turkalj,A Feature Relevance Study for Guitar Tone Classification.,2012,https://doi.org/10.5281/zenodo.1414750,Wolfgang Fohl+HAW Hamburg University of Applied Sciences>DEU>education;Ivan Turkalj+HAW Hamburg University of Applied Sciences>DEU>education;Andreas Meisel+HAW Hamburg University of Applied Sciences>DEU>education,"A series of experiments on the automatic classification of classical guitar sounds with support vector machines has been carried out to investigate the relevance of the features and to minimise the feature set for successful classification. Features used for classification were the time series of the partial tone amplitudes, and of the MFCCs, and the energy distribution of the nontonal percussive sound that is produced in the attack phase of the tone. Furthermore the influence of sound parameters as timbre, player, fret position and string number on the recognition rate is investigated. Finally, several nonlinear kernels are compared in their classification performance. It turns out, that a selection of 505 features out of the full feature set of 1155 elements does only reduce the recognition rate of a linear SVM from 82% to 78%. With the use of a polynomial instead of a linear kernel the recognition rate with the reduced feature set can even be increased to 84%.",DEU,education,Developed economies,"[-1.7189913, 32.51365]","[4.777269, -10.749696]","[-8.072697, -7.3292522, -28.348368]","[12.352162, 4.5027256, -11.732846]","[13.178652, 9.198567]","[9.947636, 2.3501942]","[14.214787, 9.846651, -2.2353716]","[11.485801, 6.751865, 11.643274]"
34,Nicolas Boulanger-Lewandowski;Yoshua Bengio;Pascal Vincent,Discriminative Non-negative Matrix Factorization for Multiple Pitch Estimation.,2012,https://doi.org/10.5281/zenodo.1417435,Nicolas Boulanger-Lewandowski+Université de Montréal>CAN>education;Yoshua Bengio+Université de Montréal>CAN>education;Pascal Vincent+Université de Montréal>CAN>education,"In this paper, we present a supervised method to improve the multiple pitch estimation accuracy of the non-negative matrix factorization (NMF) algorithm. The idea is to extend the sparse NMF framework by incorporating pitch information present in time-aligned musical scores in order to extract features that enforce the separability between pitch labels. We introduce two discriminative criteria that maximize inter-class scatter and quantify the predictive potential of a given decomposition using logistic regressors. Those criteria are applied to both the latent variable and the deterministic autoencoder views of NMF, and we devise efficient update rules for each. We evaluate our method on three polyphonic datasets of piano recordings and orchestral instrument mixes. Both models greatly enhance the quality of the basis spectra learned by NMF and the accuracy of multiple pitch estimation.",CAN,education,Developed economies,"[10.687473, -31.255493]","[-19.433725, -40.685883]","[16.415043, -16.185797, 13.901042]","[-5.3538847, -8.733423, -28.67604]","[8.462574, 6.3501406]","[7.04474, 2.7893205]","[11.642836, 7.8831153, -1.9634763]","[10.717719, 8.305457, 11.163597]"
33,Gopala K. Koduri;Joan Serrà;Xavier Serra,Characterization of Intonation in Carnatic Music by Parametrizing Pitch Histograms.,2012,https://doi.org/10.5281/zenodo.1416902,"Gopala K. Koduri+Music Technology Group, Universitat Pompeu Fabra>ESP>education;Joan Serrà+Artificial Intelligence Research Institute (IIIA-CSIC)>ESP>facility;Xavier Serra+Music Technology Group, Universitat Pompeu Fabra>ESP>education","Intonation is an important concept in Carnatic music that is characteristic of a raaga, and intrinsic to the musical expression of a performer. In this paper we approach the description of intonation from a computational perspective, obtaining a compact representation of the pitch track of a recording. First, we extract pitch contours from automatically selected voice segments. Then, we obtain a pitch histogram of its full pitch-range, normalized by the tonic frequency, from which each prominent peak is automatically labelled and parametrized. We validate such parametrization by considering an explorative classification task: three raagas are disambiguated using the characterization of a single peak (a task that would seriously challenge a more naïve parametrization). Results show consistent improvements for this particular task. Furthermore, we perform a qualitative assessment on a larger collection of raagas, showing the discriminative power of the entire representation. The proposed generic parametrization of the intonation histogram should be useful for musically relevant tasks such as performer and instrument characterization.",ESP,education,Developed economies,"[18.810266, -24.730398]","[-2.7940261, -32.893707]","[3.054898, -6.123054, 27.968544]","[-0.61417776, 11.429633, -10.650294]","[11.290974, 10.0056305]","[8.486333, 0.6353013]","[14.203069, 9.574863, 0.6131717]","[9.80792, 6.796901, 12.771524]"
32,Joe Cheri Ross;Vinutha T. P.;Preeti Rao,Detecting Melodic Motifs from Audio for Hindustani Classical Music.,2012,https://doi.org/10.5281/zenodo.1417587,Joe Cheri Ross+Indian Institute of Technology Bombay>IND>education;Vinutha T. P.+Indian Institute of Technology Bombay>IND>education;Preeti Rao+Indian Institute of Technology Bombay>IND>education,"Melodic motifs form essential building blocks in Indian Classical music. The motifs, or key phrases, provide strong cues to the identity of the underlying raga in both Hindustani and Carnatic styles of Indian music. Thus the automatic detection of such recurring basic melodic shapes from audio is of relevance in music information retrieval. The extraction of melodic attributes from polyphonic audio and the variability inherent in the performance, which does not follow a predefined score, make the task particularly challenging. In this work, we consider the segmentation of selected melodic motifs from audio signals by computing similarity measures on time series of automatically detected pitch values. The methods are investigated in the context of detecting the signature phrase of Hindustani vocal music compositions (bandish) within and across performances.",IND,education,Developing economies,"[12.24772, 24.936699]","[-1.1690869, -0.6208877]","[-2.3619266, 2.60981, 19.893875]","[-1.5165586, -5.3312116, 0.5429287]","[12.005756, 9.790043]","[9.580406, -0.30201498]","[14.763785, 8.516868, 1.0502452]","[9.858385, 6.1684275, 13.796379]"
30,Julián Urbano;J. Stephen Downie;Brian McFee;Markus Schedl,How Significant is Statistically Significant? The case of Audio Music Similarity and Retrieval.,2012,https://doi.org/10.5281/zenodo.1418055,Julián Urbano+University Carlos III of Madrid>ESP>education;Brian McFee+University of California at San Diego>USA>education;J. Stephen Downie+University of Illinois at Urbana-Champaign>USA>education;Markus Schedl+Johannes Kepler University Linz>AUT>education,"The principal goal of the annual Music Information Retrieval Evaluation eXchange (MIREX) experiments is to determine which systems perform well and which systems perform poorly on a range of MIR tasks. However, there has been no systematic analysis regarding how well these evaluation results translate into real-world user satisfaction. For most researchers, reaching statistical significance in the evaluation results is usually the most important goal, but in this paper we show that indicators of statistical significance (i.e., small p-value) are eventually of secondary importance. Researchers who want to predict the real-world implications of formal evaluations should properly report upon practical significance (i.e., large effect-size). Using data from the 18 systems submitted to the MIREX 2011 Audio Music Similarity and Retrieval task, we ran an experiment with 100 real-world users that allows us to explicitly map system performance onto user satisfaction. Based upon 2,200 judgments, the results show that absolute system performance needs to be quite large for users to be satisfied, and differences between systems have to be very large for users to actually prefer the supposedly better system. The results also suggest a practical upper bound of 80% on user satisfaction with the current definition of the task. Reflecting upon these findings, we make some recommendations for future evaluation experiments and the reporting and interpretation of results in peer-reviewing.",ESP,education,Developed economies,"[-10.968384, 15.298283]","[28.569445, 25.71242]","[-9.401552, 5.6655574, 1.6263044]","[6.2589874, 5.995314, 12.867312]","[13.144876, 8.051776]","[13.511709, 1.1792707]","[15.536405, 8.34587, -0.6673433]","[12.753396, 3.3381474, 13.118557]"
29,Arthur Flexer;Dominik Schnitzer;Jan Schlueter,A MIREX Meta-analysis of Hubness in Audio Music Similarity.,2012,https://doi.org/10.5281/zenodo.1417865,Arthur Flexer+Austrian Research Institute for Artificial Intelligence (OFAI)>AUT>facility;Dominik Schnitzer+Austrian Research Institute for Artificial Intelligence (OFAI)>AUT>facility;Jan Schlüter+Austrian Research Institute for Artificial Intelligence (OFAI)>AUT>facility,"We use results from the 2011 MIREX “Audio Music Similarity and Retrieval” task for a meta analysis of the hub phenomenon. Hub songs appear similar to an undesirably high number of other songs due to a problem of measuring distances in high dimensional spaces. Comparing 17 algorithms we are able to confirm that different algorithms produce very different degrees of hubness. We also show that hub songs exhibit less perceptual similarity to the songs they are close to, according to an audio similarity function, than non-hub songs. Application of the recently introduced method of “mutual proximity” is able to decisively improve this situation.",AUT,facility,Developed economies,"[-12.065394, 16.58]","[35.94457, -3.5692334]","[-11.436125, 7.470299, 2.3508859]","[16.667719, -2.4948719, 6.6705356]","[13.177109, 8.0763645]","[11.932736, 1.6182142]","[15.615531, 8.424975, -0.67192143]","[12.7193165, 5.1806355, 13.50463]"
28,Jason Hockman;Matthew E. P. Davies;Ichiro Fujinaga,"One in the Jungle: Downbeat Detection in Hardcore, Jungle, and Drum and Bass.",2012,https://doi.org/10.5281/zenodo.1417054,Jason A. Hockman+McGill University>CAN>education|Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT)>CAN>facility|Distributed Digital Archives and Libraries (DDMAL)>CAN>facility;Matthew E.P. Davies+INESC TEC>PRT>education|Sound and Music Computing Group>PRT>facility;Ichiro Fujinaga+McGill University>CAN>education|Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT)>CAN>facility|Distributed Digital Archives and Libraries (DDMAL)>CAN>facility,"Hardcore, jungle, and drum and bass (HJDB) are fast-paced electronic dance music genres that often employ resequenced breakbeats or drum samples from jazz and funk percussionist solos. We present a style-specific method for downbeat detection specifically designed for HJDB. The presented method combines three forms of metrical information in the prediction of downbeats: low-level onset event information; periodicity information from beat tracking; and high-level information from a regression model trained with classic breakbeats. In an evaluation using 206 HJDB pieces, we demonstrate superior accuracy of our style specific method over four general downbeat detection algorithms. We present this result to motivate the need for style-specific knowledge and techniques for improved downbeat detection.",CAN,education,Developed economies,"[12.535674, -53.81582]","[-19.957548, -6.9316096]","[13.97247, -30.030445, 2.4042532]","[-7.0365896, -19.930153, -1.7262621]","[8.172513, 4.9536366]","[7.490109, -0.7373058]","[11.163001, 6.348732, -1.0069593]","[8.627009, 6.5051336, 12.031933]"
27,Matthias Mauch;Simon Dixon,A Corpus-based Study of Rhythm Patterns.,2012,https://doi.org/10.5281/zenodo.1414848,"Matthias Mauch+Centre for Digital Music, Queen Mary University of London>GBR>education;Simon Dixon+Centre for Digital Music, Queen Mary University of London>GBR>education","We present a corpus-based study of musical rhythm, based on a collection of 4.8 million bar-length drum patterns extracted from 48,176 pieces of symbolic music. Approaches to the analysis of rhythm in music information retrieval to date have focussed on low-level features for retrieval or on the detection of tempo, beats and drums in audio recordings. Musicological approaches are usually concerned with the description or implementation of man-made music theories. In this paper, we present a quantitative bottom-up approach to the study of rhythm that relies upon well-understood statistical methods from natural language processing. We adapt these methods to our corpus of music, based on the realisation that—unlike words—bar-length drum patterns can be systematically decomposed into sub-patterns both in time and by instrument. We show that, in some respects, our rhythm corpus behaves like natural language corpora, particularly in the sparsity of vocabulary. The same methods that detect word collocations allow us to quantify and rank idiomatic combinations of drum patterns. In other respects, our corpus has properties absent from language corpora, in particular, the high amount of repetition and strong mutual information rates between drum instruments. Our findings may be of direct interest to musicians and musicologists, and can inform the design of ground truth corpora and computational models of musical rhythm.",GBR,education,Developed economies,"[1.5912329, -39.202778]","[-8.076176, 2.45295]","[2.199044, -13.509322, 2.7448564]","[-6.0870137, -10.605629, 6.620671]","[10.185637, 5.1151314]","[9.767342, 0.28456587]","[12.737154, 6.588532, 0.00990492]","[10.16675, 5.877598, 12.965443]"
26,José R. Zapata;Andre Holzapfel;Matthew E. P. Davies;João Lobato Oliveira;Fabien Gouyon,Assigning a Confidence Threshold on Automatic Beat Annotation in Large Datasets.,2012,https://doi.org/10.5281/zenodo.1415080,"José R. Zapata+Music Technology Group, Universitat Pompeu Fabra>ESP>education;André Holzapfel+Music Technology Group, Universitat Pompeu Fabra>ESP>education;Matthew E. P. Davies+Sound and Music Computing Group, INESC TEC>PRT>education|Faculty of Engineering of the University of Porto>PRT>education;João L. Oliveira+Sound and Music Computing Group, INESC TEC>PRT>education|Faculty of Engineering of the University of Porto>PRT>education;Fabien Gouyon+Sound and Music Computing Group, INESC TEC>PRT>education|Faculty of Engineering of the University of Porto>PRT>education","In this paper we establish a threshold for perceptually acceptable beat tracking based on the mutual agreement of a committee of beat trackers. In the first step we use an existing annotated dataset to show that mutual agreement can be used to select one committee member as the most reliable beat tracker for a song. Then we conduct a listening test using a subset of the Million Song Dataset to establish a threshold which results in acceptable quality of the chosen beat output. For both datasets, we obtain a percentage of trackable music of about 73%, and we investigate which data tags are related to acceptable and problematic beat tracking. The results indicate that current datasets are biased towards genres which tend to be easy for beat tracking. The proposed methods provide a means to automatically obtain a confidence value for beat tracking in non-annotated data and to choose between a number of beat tracker outputs.",ESP,education,Developed economies,"[6.963869, -48.596905]","[-17.570839, -6.8626513]","[8.302619, -21.866415, 4.1852007]","[-10.2498865, -23.539415, 1.6638497]","[8.644106, 5.0543857]","[7.3520255, -0.60902464]","[11.624208, 6.510815, -1.1053743]","[8.2011795, 6.5873456, 12.180712]"
24,Yupeng Gu;Christopher Raphael,Modeling Piano Interpretation Using Switching Kalman Filter.,2012,https://doi.org/10.5281/zenodo.1415028,Yupeng Gu+Indiana University>USA>education|Indiana University>USA>education;Christopher Raphael+Indiana University>USA>education|Indiana University>USA>education,"An approach of parsing piano music interpretation is presented. We focus mainly on quantifying expressive timing activities. A small number of different expressive timing behaviors (constant, slowing down, speeding up, accent) are defined in order to explain the tempo discretely. Given a MIDI performance of a piano music, we simultaneously estimate both discrete variables that corresponds to the behaviors and continuous variables that describe tempo. A graphical model is introduced to represent the evolution of the discrete behaviors and tempo progression. We demonstrate a computational method that acquires the approximate most likely configuration of the discrete behaviors and the hidden continuous variable tempo. This configuration represent a “smoothed” version of the performance which greatly reduces parametrization while retaining most of its musicality. Experiments are presented on several MIDI piano music performed on a digital piano. An user study is performed to evaluate our method.",USA,education,Developed economies,"[18.715607, -17.090828]","[-15.561931, -0.6544373]","[23.838182, 0.03435888, -3.1882138]","[-17.197906, -15.283699, 3.6184638]","[9.430016, 7.436682]","[7.972428, -0.45730975]","[12.290243, 8.106547, -0.7404254]","[8.903775, 5.9169893, 12.162678]"
23,Jan Wülfing;Martin A. Riedmiller,Unsupervised Learning of Local Features for Music Classification.,2012,https://doi.org/10.5281/zenodo.1414782,Jan Wülfing+University of Freiburg>DEU>education|Unknown>Unknown>Unknown;Martin Riedmiller+University of Freiburg>DEU>education|Unknown>Unknown>Unknown,"In this work we investigate the applicability of unsupervised feature learning methods to the task of automatic genre prediction of music pieces. More specifically we evaluate a framework that recently has been successfully used to recognize objects in images. We first extract local patches from the time-frequency transformed audio signal, which are then pre-processed and used for unsupervised learning of an overcomplete dictionary of local features. For learning we either use a bootstrapped k-means clustering approach or select features randomly. We further extract feature responses in a convolutional manner and train a linear SVM for classification. We extensively evaluate the approach on the GTZAN dataset, emphasizing the influence of important design choices such as dimensionality reduction, pooling and patch dimension on the classification accuracy. We show that convolutional extraction of local feature responses is crucial to reach high performance. Furthermore we find that using this approach, simple and fast learning techniques such as k-means or randomly selected features are competitive with previously published results which also learn features from audio signals.",DEU,education,Developed economies,"[-5.5633926, 31.417328]","[12.890148, -8.406062]","[-13.836672, -11.180722, 2.6822233]","[18.671576, 8.679385, -6.576798]","[13.315619, 9.004413]","[10.619618, 2.907772]","[14.561316, 9.780042, -1.9386942]","[12.115241, 6.0178695, 11.379251]"
22,David Meredith 0001,A Geometric Language for Representing Structure in Polyphonic Music.,2012,https://doi.org/10.5281/zenodo.1414736,David Meredith+Aalborg University>DNK>education,"In 1981, Deutsch and Feroe proposed a formal language for representing melodic pitch structure that employed the powerful concept of hierarchically-related pitch alphabets. However, neither rhythmic structure nor pitch structure in polyphonic music can be adequately represented using this language. A new language is proposed here that incorporates certain features of Deutsch and Feroe’s model but extends and generalises it to allow for the representation of both rhythm and pitch structure in polyphonic music. The new language adopts a geometric approach in which a passage of polyphonic music is represented as a set of multi-dimensional points, generated by performing transformations on component patterns. The language introduces the concept of a periodic mask, a generalisation of Deutsch and Feroe’s notion of a pitch alphabet, that can be applied to any dimension of a geometric representation, allowing for both rhythms and pitch collections to be represented parsimoniously in a uniform way.",DNK,education,Developed economies,"[7.4186254, -7.25029]","[-11.114295, 14.504]","[12.11365, 3.3229828, -11.853346]","[-7.4750557, -5.127929, 5.3923597]","[10.863607, 6.861358]","[9.895209, 0.22859155]","[13.543743, 7.865064, -0.8237682]","[10.472331, 6.3143754, 13.481743]"
20,Gregory Burlet;Alastair Porter;Andrew Hankinson;Ichiro Fujinaga,Neon.js: Neume Editor Online.,2012,https://doi.org/10.5281/zenodo.1418367,Gregory Burlet+Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT)>CAN>facility;Alastair Porter+Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT)>CAN>facility;Andrew Hankinson+Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT)>CAN>facility;Ichiro Fujinaga+Centre for Interdisciplinary Research in Music Media and Technology (CIRMMT)>CAN>facility,"This paper introduces Neon.js, a browser-based music notation editor written in JavaScript. The editor can be used to manipulate digitally encoded musical scores in square-note notation. This type of notation presents certain challenges to a music notation editor, since many neumes (groups of pitches) are ligatures—continuous graphical symbols that represent multiple notes. Neon.js will serve as a component within an online optical music recognition framework. The primary purpose of the editor is to provide a readily accessible interface to easily correct errors made in the process of optical music recognition. In this context, we envision an environment that promotes crowdsourcing to further the creation of editable and searchable online symbolic music collections and for generating and editing ground-truth data to train optical music recognition algorithms.",CAN,facility,Developed economies,"[-22.2011, -19.549887]","[0.9680861, 25.920141]","[2.8489277, 24.956255, -6.433336]","[-7.9311156, -10.071457, 16.329096]","[12.190533, 5.9317584]","[9.547204, -2.3481054]","[14.422341, 7.1894717, -1.2597034]","[8.67416, 3.989587, 11.398443]"
19,Augustin Lefèvre;Francis R. Bach;Cédric Févotte,Semi-supervised NMF with Time-frequency Annotations for Single-channel Source Separation.,2012,https://doi.org/10.5281/zenodo.1415156,Augustin Lefevre+INRIA team SIERRA>FRA>facility|LTCI/Telecom ParisTech>FRA>education;Francis Bach+INRIA team SIERRA>FRA>facility;Cédric Févotte+LTCI/Telecom ParisTech>FRA>education,"We formulate a novel extension of nonnegative matrix fac- torization (NMF) to take into account partial information on source-specific activity in the spectrogram. This infor- mation comes in the form of masking coefficients, such as those found in an ideal binary mask. We show that state-of- the-art results in source separation may be achieved with only a limited amount of correct annotation, and further- more our algorithm is robust to incorrect annotations. Since in practice ideal annotations are not observed, we propose several supervision scenarios to estimate the ideal mask- ing coefficients. First, manual annotations by a trained user on a dedicated graphical user interface are shown to provide satisfactory performance although they are prone to errors. Second, we investigate simple learning strate- gies to predict the Wiener coefficients based on local in- formation around a given time-frequency bin of the spec- trogram. Results on single-channel source separation show that time-frequency annotations allow to disambiguate the source separation problem, and learned annotations open the way for a completely unsupervised learning procedure for source separation with no human intervention.",FRA,facility,Developed economies,"[41.62973, -31.489729]","[-23.768549, -40.781853]","[-0.6491762, -33.67659, 1.4365447]","[-8.1118765, -7.5645003, -34.36677]","[8.979664, 10.23565]","[6.9319153, 3.0759592]","[12.553882, 10.836356, -0.71828556]","[11.03438, 8.276758, 11.1064625]"
18,Yizhao Ni;Matt McVicar;Raúl Santos-Rodriguez;Tijl De Bie,Using Hyper-genre Training to Explore Genre Information for Automatic Chord Estimation.,2012,https://doi.org/10.5281/zenodo.1415932,Yizhao Ni+University of Bristol>GBR>education;Matt Mcvicar+University of Bristol>GBR>education;Raúl Santos-Rodríguez+University of Bristol>GBR>education;Tijl De Bie+University of Bristol>GBR>education,"Recently a large amount of new chord annotations have been made available. This raises hopes for further development in automatic chord estimation. While more data seems to imply better performance, a major challenge however, is the wide variety of genres covered by these new data. As a result, the genre-independent training scheme as is common today is bound to fail. In this paper we investigate various options for exploring genre information for chord estimation, while also maximally exploiting the full dataset. More specifically, we propose a hyper-genre training scheme in which each genre cluster has its own parameters, tied together by hyper parameters as a Bayesian prior. The results are promising, showing significant improvements over other prevailing training schemes.",GBR,education,Developed economies,"[58.731125, -15.938945]","[-30.96872, 19.872477]","[35.22244, -1.7225286, 10.396154]","[-25.556095, 9.1179085, 1.7969381]","[6.3331585, 8.352168]","[6.750286, 1.4608936]","[11.154815, 9.03299, 1.6561075]","[10.680345, 8.10891, 13.709655]"
17,Daniel Wolff;Sebastian Stober;Andreas Nürnberger;Tillman Weyde,A Systematic Comparison of Music Similarity Adaptation Approaches.,2012,https://doi.org/10.5281/zenodo.1416600,Daniel Wolff+City University London>GBR>education;Tillman Weyde+City University London>GBR>education;Sebastian Stober+Otto-von-Guericke-Universität Magdeburg>DEU>education;Andreas Nurnberger+Otto-von-Guericke-Universität Magdeburg>DEU>education,"In order to support individual user perspectives and different retrieval tasks, music similarity can no longer be considered as a static element of Music Information Retrieval (MIR) systems. Various approaches have been proposed recently that allow dynamic adaptation of music similarity measures. This paper provides a systematic comparison of algorithms for metric learning and higher-level facet distance weighting on the MagnaTagATune dataset. A cross-validation variant taking into account clip availability is presented. Applied on user generated similarity data, its effect on adaptation performance is analyzed. Special attention is paid to the amount of training data necessary for making similarity predictions on unknown data, the number of model parameters and the amount of information available about the music itself.",GBR,education,Developed economies,"[-9.080606, 15.328129]","[33.63079, 1.0554434]","[-10.657048, 3.5831277, 6.456012]","[13.422883, 2.211025, 8.548611]","[13.232055, 8.053549]","[11.922156, 1.8685879]","[15.51829, 8.564463, -0.62853897]","[12.875991, 5.206144, 13.298122]"
16,Meinard Müller;Nanzhu Jiang,A Scape Plot Representation for Visualizing Repetitive Structures of Music Recordings.,2012,https://doi.org/10.5281/zenodo.1416866,Meinard Müller+Bonn University>DEU>education|MPI Informatik>DEU>facility;Nanzhu Jiang+Saarland University>DEU>education|MPI Informatik>DEU>facility,"The development of automated methods for revealing the repetitive structure of a given music recording is of central importance in music information retrieval. In this paper, we present a novel scape plot representation that allows for visualizing repetitive structures of the entire music recording in a hierarchical, compact, and intuitive way. In a scape plot, each point corresponds to an audio segment identified by its center and length. As our main contribution, we assign to each point a color value so that two segment properties become apparent. Firstly, we use the lightness component of the color to indicate the repetitiveness of the encoded segment, where we revert to a recently introduced fitness measure. Secondly, we use the hue component of the color to reveal the relations between different segments. To this end, we introduce a novel grouping procedure that automatically maps related segments to similar hue values. By discussing a number of popular and classical music examples, we illustrate the potential and visual appeal of our representation and also indicate limitations.",DEU,education,Developed economies,"[-7.1539335, -5.970856]","[16.91981, 6.344278]","[-1.0828552, 9.326262, -4.4665675]","[18.048704, -10.8165655, 14.949437]","[12.532307, 5.888401]","[10.412645, 0.9124144]","[14.531143, 6.9379015, -1.4936814]","[11.823829, 5.8193755, 13.4467125]"
15,Daichi Sakaue;Takuma Otsuka;Katsutoshi Itoyama;Hiroshi G. Okuno,Bayesian Nonnegative Harmonic-Temporal Factorization and Its Application to Multipitch Analysis.,2012,https://doi.org/10.5281/zenodo.1418163,Daichi Sakaue+Kyoto University>JPN>education;Takuma Otsuka+Kyoto University>JPN>education;Katsutoshi Itoyama+Kyoto University>JPN>education;Hiroshi G. Okuno+Kyoto University>JPN>education,"Since important musical features are mutually dependent, their relations should be analyzed simultaneously. Their Bayesian analysis is particularly important to reveal their statistical relation. As the first step for a unified music content analyzer, we focus on the harmonic and temporal structures of the wavelet spectrogram obtained from harmonic sounds. In this paper, we present a new Bayesian multipitch analyzer, called Bayesian non-negative harmonic-temporal factorization (BNHTF). BNHTF models the harmonic and temporal structures separately based on Gaussian mixture model. The input signal is assumed to contain a finite number of harmonic sounds. Each harmonic sound is assumed to emit a large number of sound quanta over the time-log-frequency domain. The observation probability is expressed as the product of two Gaussian mixtures. The number of quanta is calculated in the ϵ-neighborhood of each grid point on the spectrogram. BNHTF integrates latent harmonic allocation (LHA) and nonnegative matrix factorization (NMF) to estimate both the observation probability and the number of quanta. The model is optimized by newly designed deterministic procedures with several approximations for the variational Bayesian inference. Results of experiments on multipitch estimation with 40 musical pieces showed that BNHTF outperforms the conventional method by 0.018 in terms of F-measure on average.",JPN,education,Developed economies,"[37.1618, -17.55603]","[-15.442234, -36.381332]","[24.240135, -4.249404, 18.875988]","[-0.84412104, -4.237967, -30.987762]","[9.243423, 8.759271]","[7.1821184, 2.4997444]","[12.530008, 9.586071, -0.6738152]","[10.728042, 8.064572, 11.553467]"
14,Timothée Gerber;Martin Dutasta;Laurent Girin;Cédric Févotte,Professionally-produced Music Separation Guided by Covers.,2012,https://doi.org/10.5281/zenodo.1417157,Timothée Gerber+Grenoble-INP>FRA>education;Martin Dutasta+Grenoble-INP>FRA>education;Laurent Girin+Grenoble-INP>FRA>education;Cédric Févotte+TELECOM ParisTech>FRA>education|CNRS LTCI>FRA>facility,"This paper addresses the problem of demixing professionally produced music, i.e., recovering the musical source signals that compose a (2-channel stereo) commercial mix signal. Inspired by previous studies using MIDI synthesized or hummed signals as external references, we propose to use the multitrack signals of a cover interpretation to guide the separation process with a relevant initialization. This process is carried out within the framework of the multichannel convolutive NMF model and associated EM/MU estimation algorithms. Although subject to the limitations of the convolutive assumption, our experiments confirm the potential of using multitrack cover signals for source separation of commercial music.",FRA,education,Developed economies,"[35.748146, -32.365242]","[-23.490383, -37.791294]","[-2.6547031, -24.118113, 4.6660714]","[-9.059601, -4.8989787, -30.25007]","[9.063723, 10.209093]","[7.1048365, 3.2988155]","[12.422741, 10.778415, -0.6558164]","[10.967381, 8.140972, 10.951562]"
13,Kazuyoshi Yoshii;Masataka Goto,Infinite Composite Autoregressive Models for Music Signal Analysis.,2012,https://doi.org/10.5281/zenodo.1414992,Kazuyoshi Yoshii+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Masataka Goto+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility,"This paper presents novel probabilistic models that can be used to estimate multiple fundamental frequencies (F0s) from polyphonic audio signals. These models are nonparametric Bayesian extensions of nonnegative matrix factorization (NMF) based on the source-filter paradigm, and in them an amplitude or power spectrogram is decomposed as the product of two kinds of spectral atoms (sources and filters) and time-varying gains of source-filter pairs. In this study we model musical instruments as autoregressive systems that combine two types of sources—periodic signals (comb-shaped densities) and white noise (flat density)—with all-pole filters representing resonance characteristics. One of the main problems with such composite autoregressive models (CARMs) is that the numbers of sources and filters should be given in advance. To solve this problem, we propose nonparametric Bayesian models based on gamma processes and efficient variational and multiplicative learning algorithms. These infinite CARMs (iCARMs) can discover appropriate numbers of sources and filters in a data-driven manner. We report the experimental results of multipitch analysis on the MAPS piano database.",JPN,facility,Developed economies,"[27.290594, -1.623083]","[-15.340703, -36.9306]","[10.265584, 2.5423632, 4.47933]","[-0.66654027, -5.367062, -32.13902]","[10.314368, 8.240496]","[7.200547, 2.5296092]","[13.08167, 8.714107, -0.18922897]","[10.729548, 8.098074, 11.530907]"
